"","date","variable","spi3","district"
"404",2015-08-01,"spi",-0.102653948331201,"adanyabaal"
"405",2015-09-01,"spi",-1.18708481068635,"adanyabaal"
"406",2015-10-01,"spi",1.26030522264814,"adanyabaal"
"407",2015-11-01,"spi",0.55733620019135,"adanyabaal"
"408",2015-12-01,"spi",1.44326268300954,"adanyabaal"
"409",2016-01-01,"spi",1.29088260606474,"adanyabaal"
"410",2016-02-01,"spi",0.993059872713095,"adanyabaal"
"411",2016-03-01,"spi",1.1910523173155,"adanyabaal"
"412",2016-04-01,"spi",0.045543538328919,"adanyabaal"
"413",2016-05-01,"spi",0.491359501898296,"adanyabaal"
"414",2016-06-01,"spi",-0.524170312119203,"adanyabaal"
"415",2016-07-01,"spi",-1.24620554610177,"adanyabaal"
"416",2016-08-01,"spi",-0.46495286063407,"adanyabaal"
"417",2016-09-01,"spi",-0.610087787601871,"adanyabaal"
"418",2016-10-01,"spi",-0.210751262264695,"adanyabaal"
"419",2016-11-01,"spi",-0.4933838493688,"adanyabaal"
"420",2016-12-01,"spi",-1.29190813681507,"adanyabaal"
"421",2017-01-01,"spi",0.915927630831246,"adanyabaal"
"422",2017-02-01,"spi",0.913215500138816,"adanyabaal"
"423",2017-03-01,"spi",0.954071521861222,"adanyabaal"
"424",2017-04-01,"spi",-0.40790194913398,"adanyabaal"
"425",2017-05-01,"spi",-0.906085700708177,"adanyabaal"
"426",2017-06-01,"spi",1.38121682987394,"adanyabaal"
"427",2017-07-01,"spi",0.581407384775478,"adanyabaal"
"428",2017-08-01,"spi",0.992015919777055,"adanyabaal"
"429",2017-09-01,"spi",-1.11686294707014,"adanyabaal"
"430",2017-10-01,"spi",-2.16062094226586,"adanyabaal"
"431",2017-11-01,"spi",1.48498284565349,"adanyabaal"
"432",2017-12-01,"spi",1.43552720041855,"adanyabaal"
"433",2018-01-01,"spi",1.9268687340363,"adanyabaal"
"434",2018-02-01,"spi",0.0978634321209936,"adanyabaal"
"435",2018-03-01,"spi",-0.397615342155594,"adanyabaal"
"436",2018-04-01,"spi",0.0861984488666056,"adanyabaal"
"437",2018-05-01,"spi",-0.0529660082254401,"adanyabaal"
"438",2018-06-01,"spi",0.475175761169182,"adanyabaal"
"439",2018-07-01,"spi",-0.945240700751319,"adanyabaal"
"440",2018-08-01,"spi",-2.61573442283219,"adanyabaal"
